filepath,class_name,label_idx,crop_name,disease_name,is_healthy,crop_idx
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Black_rot\0c9800f1-95a1-4ebb-a098-5fb51af0581b___FAM_B.Rot 3208.JPG,Grape___Black_rot,11,Grape,Black Rot,False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Blueberry___healthy\733d9c5c-6ec2-417f-8ecf-373d79d3774d___RS_HL 2603.JPG,Blueberry___healthy,4,Blueberry,Healthy,True,1
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Spider_mites Two-spotted_spider_mite\f8b06c4f-6f3a-44dd-9a70-2ab2a9be23e6___Com.G_SpM_FL 1534.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites Two-Spotted Spider Mite,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Soybean___healthy\2d0ef8c2-6036-45d2-b53d-285bc62dc6d3___RS_HL 6823.JPG,Soybean___healthy,24,Soybean,Healthy,True,10
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Raspberry___healthy\50c0401f-40bc-4591-a171-18c9ad56a2a1___Mary_HL 6334.JPG,Raspberry___healthy,23,Raspberry,Healthy,True,9
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Late_blight\24482fe2-5139-4f73-909e-9ea4a3d8bf5d___RS_LB 4733.JPG,Potato___Late_blight,21,Potato,Late Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\f1dcec88-9f21-46c4-b60e-a6fe1a445d55___GCREC_Bact.Sp 3666.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___healthy\4de6bcf9-a5d6-4cca-b412-c9cb1fabf34f___R.S_HL 8284 copy 2.jpg,Corn_(maize)___healthy,10,Corn (Maize),Healthy,True,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0202eabf-19ef-4656-8ede-5d0e96906304___YLCV_GCREC 2604.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Target_Spot\c8f4fc81-7531-4588-a259-a7ad99ea3db9___Com.G_TgS_FL 0911.JPG,Tomato___Target_Spot,34,Tomato,Target Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___healthy\f2e86675-cb7b-4d8a-9400-9b844ccc3f9e___RS_HL 7323.JPG,Apple___healthy,3,Apple,Healthy,True,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\747fb09f-a7c2-4465-833f-537b32edd8ea___RS_NLB 4123.JPG,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Squash___Powdery_mildew\90ae800d-cade-43b3-b6a3-65e1ab8d6e28___MD_Powd.M 0239.JPG,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False,11
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\47f24ceb-34e8-4c13-acac-e48549bc7cfa___RS_NLB 3932 copy 2.jpg,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0dc37de6-047f-43d5-8b83-cd50628b1606___YLCV_NREC 2611.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 2325.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Cedar_apple_rust\b401cded-e2cb-4907-b475-5373142735d9___FREC_C.Rust 3766.JPG,Apple___Cedar_apple_rust,2,Apple,Cedar Apple Rust,False,0
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___Bacterial_spot\ac6e6cad-2932-4af0-ad68-fdf044eecc8c___NREC_B.Spot 1796.JPG","Pepper,_bell___Bacterial_spot",18,"Pepper, Bell",Bacterial Spot,False,7
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___healthy\4173faa6-34ef-4759-a763-4102f8f5f2d5___JR_HL 8542.JPG","Pepper,_bell___healthy",19,"Pepper, Bell",Healthy,True,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,Potato___healthy,22,Potato,Healthy,True,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\22742bf8-7e7f-41cc-bf74-5fe80d6cf0cd___RS_Erly.B 6370.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Esca_(Black_Measles)\66aff794-a2db-4cc2-a5d2-f78c6e10ef73___FAM_B.Msls 4086.JPG,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___healthy\546e460b-681e-48a3-b05f-4c9aa3a3b2b1___JR_HL 9604.JPG,Cherry_(including_sour)___healthy,6,Cherry (Including Sour),Healthy,True,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___Bacterial_spot\935ede4e-0070-4151-9974-7882249a700b___Rut._Bact.S 1153.JPG,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___healthy\25324783-3ee3-4725-a782-cf6e70af3885___Rutg._HL 3702.JPG,Peach___healthy,17,Peach,Healthy,True,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\71119c61-edcb-4e12-93ca-4e10ab0c42c7___FAM_L.Blight 1562.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Blueberry___healthy\ea4366cb-764a-475c-8ec3-94c711029847___RS_HL 0677.JPG,Blueberry___healthy,4,Blueberry,Healthy,True,1
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Apple_scab\d608ac35-eaf8-43e2-b429-f9b433126023___FREC_Scab 3386.JPG,Apple___Apple_scab,0,Apple,Apple Scab,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___healthy\bc466949-b09d-4cd4-82ab-72f5853c2441___Rutg._HL 3753.JPG,Peach___healthy,17,Peach,Healthy,True,6
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___healthy\2853ccb3-5c5e-49b9-a2ff-988224505f23___JR_HL 7851.JPG","Pepper,_bell___healthy",19,"Pepper, Bell",Healthy,True,7
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___Bacterial_spot\bac5f227-64b0-4064-9716-611dd35c2897___JR_B.Spot 3103.JPG","Pepper,_bell___Bacterial_spot",18,"Pepper, Bell",Bacterial Spot,False,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Early_blight\9f98d981-b130-4238-aa34-21b0edfc1eaf___RS_Erly.B 7806.JPG,Tomato___Early_blight,29,Tomato,Early Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___healthy\7a13d83d-7511-41c5-9fd5-9fd18d3cf3b1___RS_HL 5685.JPG,Apple___healthy,3,Apple,Healthy,True,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 2376.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\be6bb0b2-fa10-4b18-884a-deee85358e85___YLCV_NREC 2782.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Esca_(Black_Measles)\cf3c56b8-6201-4a12-84bf-27a10c119585___FAM_B.Msls 4147.JPG,Grape___Esca_(Black_Measles),12,Grape,Esca (Black Measles),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp 3645.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___healthy\267fd403-bea5-4a99-ae97-ea1c272623a1___GH_HL Leaf 440.1.JPG,Tomato___healthy,37,Tomato,Healthy,True,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Cedar_apple_rust\ee625c73-927a-4959-ac97-d98a753ae99c___FREC_C.Rust 9904.JPG,Apple___Cedar_apple_rust,2,Apple,Cedar Apple Rust,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Leaf_Mold\f9124c7e-9cfd-4b90-bc64-aadd638e896d___Crnl_L.Mold 8925.JPG,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___healthy\19baaa3d-d7ee-4806-a3a8-fa8164252be0___Rutg._HL 3635.JPG,Peach___healthy,17,Peach,Healthy,True,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Orange___Haunglongbing_(Citrus_greening)\0ab2fb26-1b6c-472e-9777-a09fb358dd06___UF.Citrus_HLB_Lab 1744.JPG,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False,5
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Target_Spot\0eaa45be-4346-4e3c-ab6f-4ce9f9aec1db___Com.G_TgS_FL 7902.JPG,Tomato___Target_Spot,34,Tomato,Target Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Late_blight\52a111ed-9461-478b-91a1-2b5edcd26363___GHLB2 Leaf 8886.JPG,Tomato___Late_blight,30,Tomato,Late Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Late_blight\079f7695-a60e-4a35-a1f3-fbe71cf19126___GHLB2 Leaf 8783.JPG,Tomato___Late_blight,30,Tomato,Late Blight,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___Leaf_scorch\a53532c6-6a71-48db-a78c-5bec7223fb20___RS_L.Scorch 1199.JPG,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f7ece943-7833-4a22-bb40-9644311794fd___RS_GLSp 4635.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7,Corn (Maize),Cercospora Leaf Spot Gray Leaf Spot,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\457d0a21-a0a5-4fb4-9502-8071991f47b2___RS_GLSp 7285.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7,Corn (Maize),Cercospora Leaf Spot Gray Leaf Spot,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Bacterial_spot\23642d88-83e5-491d-b9f2-7ddac809975b___GCREC_Bact.Sp 6186.JPG,Tomato___Bacterial_spot,28,Tomato,Bacterial Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___healthy\3cc559d9-c8f0-4f5f-8899-1a9ea5f01b8c___JR_HL 9483.JPG,Cherry_(including_sour)___healthy,6,Cherry (Including Sour),Healthy,True,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\5a0dbd10-4044-4307-a3d3-55aab9e81ed9___FAM_L.Blight 0816.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Target_Spot\7c32f27e-d346-475b-ad07-75aecc3f0bb7___Com.G_TgS_FL 8098.JPG,Tomato___Target_Spot,34,Tomato,Target Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Orange___Haunglongbing_(Citrus_greening)\cd649cc9-569e-4a24-8ebb-ef9372921a05___CREC_HLB 4560.JPG,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False,5
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e69cada6-46f9-4da4-a406-5b0d43ba7936___YLCV_GCREC 2511.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___healthy\f90f64a4-437d-4673-a51f-4c5660999921___Mt.N.V_HL 9066.JPG,Grape___healthy,14,Grape,Healthy,True,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Apple_scab\22c12d6a-3c17-45be-b53b-f17f1b3f5168___FREC_Scab 3206.JPG,Apple___Apple_scab,0,Apple,Apple Scab,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Orange___Haunglongbing_(Citrus_greening)\d403b0d1-5377-44cc-b19e-d17d78ce60d6___CREC_HLB 5523.JPG,Orange___Haunglongbing_(Citrus_greening),15,Orange,Haunglongbing (Citrus Greening),False,5
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___healthy\e3a17b75-038a-440e-8a05-ec81625091e7___RS_HL 4674.JPG,Strawberry___healthy,27,Strawberry,Healthy,True,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\57e4abec-e203-4574-85f8-bc321b0e0ac3___RS_GLSp 4662.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7,Corn (Maize),Cercospora Leaf Spot Gray Leaf Spot,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___Leaf_scorch\c944933f-ef35-443a-b9fc-a53538ebdc3e___RS_L.Scorch 9903.JPG,Strawberry___Leaf_scorch,26,Strawberry,Leaf Scorch,False,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___healthy\a523dc0c-8d71-4bd4-b1c5-13f1b594c882___Mt.N.V_HL 8922.JPG,Grape___healthy,14,Grape,Healthy,True,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Leaf_Mold\3d203bd1-7814-4d66-a2eb-cf97193c1fbb___Crnl_L.Mold 8960.JPG,Tomato___Leaf_Mold,31,Tomato,Leaf Mold,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Cedar_apple_rust\8a2c7dda-c639-47f2-8f10-3bd33d24a08e___FREC_C.Rust 3929.JPG,Apple___Cedar_apple_rust,2,Apple,Cedar Apple Rust,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\99ff5228-10ed-433b-bb50-1a1c7869a58d___RS_NLB 4253.JPG,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_mosaic_virus\9ec78399-de3a-4431-a5fc-e100406c5642___PSU_CG 2275.JPG,Tomato___Tomato_mosaic_virus,36,Tomato,Tomato Mosaic Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Squash___Powdery_mildew\3f9ae1a9-4667-4bf6-ad26-66e81939122b___MD_Powd.M 0643.JPG,Squash___Powdery_mildew,25,Squash,Powdery Mildew,False,11
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Soybean___healthy\82fa6fff-d70c-4da0-b0ec-d12f15956083___RS_HL 6498.JPG,Soybean___healthy,24,Soybean,Healthy,True,10
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ddbd7ee2-3225-442c-bcc0-199c96048899___YLCV_GCREC 2357.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,35,Tomato,Tomato Yellow Leaf Curl Virus,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Late_blight\c0a69909-e94c-4155-a008-20b5445c56d7___RS_LB 3909.JPG,Potato___Late_blight,21,Potato,Late Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___healthy\26f351fc-7166-4eea-971e-1bca2c99cb80___Rutg._HL 2411.JPG,Peach___healthy,17,Peach,Healthy,True,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 1622.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Strawberry___healthy\16cb49b2-8d1b-4a66-95fa-9487aa0ba8f1___RS_HL 1665.JPG,Strawberry___healthy,27,Strawberry,Healthy,True,12
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___healthy\5faa74ba-8f46-4b2b-a7bf-3bc8d9458526___RS_HL 9741.JPG,Tomato___healthy,37,Tomato,Healthy,True,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Septoria_leaf_spot\3f4788c4-a2fe-4c9f-907c-5d5dd4f5395c___Matt.S_CG 1143.JPG,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Septoria_leaf_spot\fce4cdc2-400f-4afc-ac78-147a63ab43f1___Matt.S_CG 7596.JPG,Tomato___Septoria_leaf_spot,32,Tomato,Septoria Leaf Spot,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\4feaacb9-a17f-4b39-85d5-85e5fb9997a3___RS_NLB 3575.JPG,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\dcea25a7-6835-42f9-9232-1c07463a85c1___FAM_L.Blight 3762.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\b0ab6f3e-8935-4d1d-81c7-4237dcb74fbc___FAM_L.Blight 4513.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),13,Grape,Leaf Blight (Isariopsis Leaf Spot),False,4
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Early_blight\879d0dfe-d17d-486a-992c-d80089133c50___RS_Early.B 7428.JPG,Potato___Early_blight,20,Potato,Early Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Peach___Bacterial_spot\0cc304f5-ae98-499a-a670-e00d0c3c9a7a___Rutg._Bact.S 1967.JPG,Peach___Bacterial_spot,16,Peach,Bacterial Spot,False,6
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Early_blight\c3bf3f15-b1ae-4e36-97a4-f341879db6ae___RS_Early.B 8263.JPG,Potato___Early_blight,20,Potato,Early Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Early_blight\6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,Potato___Early_blight,20,Potato,Early Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\15f31b47-61da-4549-ad60-f13ef13a6512___JR_FrgE.S 8734.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Northern_Leaf_Blight\c12432b0-42be-456f-abb0-8cf30437498b___RS_NLB  4610.JPG,Corn_(maize)___Northern_Leaf_Blight,9,Corn (Maize),Northern Leaf Blight,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Cedar_apple_rust\daf0438c-72e3-49af-b23a-50b0d136b18c___FREC_C.Rust 0182.JPG,Apple___Cedar_apple_rust,2,Apple,Cedar Apple Rust,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Soybean___healthy\fa51553a-4211-4ad7-bcef-36d2a2ebc407___RS_HL 4843.JPG,Soybean___healthy,24,Soybean,Healthy,True,10
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Cherry_(including_sour)___Powdery_mildew\70c5c136-d253-4825-902a-ab8e4f6b8588___FREC_Pwd.M 4849.JPG,Cherry_(including_sour)___Powdery_mildew,5,Cherry (Including Sour),Powdery Mildew,False,2
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 1827.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
"D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Pepper,_bell___healthy\4960c513-0f3b-49a0-91f7-e54561f5c1f7___JR_HL 5933.JPG","Pepper,_bell___healthy",19,"Pepper, Bell",Healthy,True,7
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Common_rust_\RS_Rust 2216.JPG,Corn_(maize)___Common_rust_,8,Corn (Maize),Common Rust,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___Black_rot\33f2ada7-3d14-4a85-9601-126da3eac03f___JR_FrgE.S 3022.JPG,Apple___Black_rot,1,Apple,Black Rot,False,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Late_blight\b2492a9e-c038-48a7-8524-8f0aca7dc870___RS_LB 4291.JPG,Potato___Late_blight,21,Potato,Late Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Potato___Late_blight\c101232e-6487-495c-ad3a-27cd1e5fb2b9___RS_LB 2573.JPG,Potato___Late_blight,21,Potato,Late Blight,False,8
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\f8c850bb-1c2e-4340-8f00-bda707afcfa6___RS_GLSp 4451.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,7,Corn (Maize),Cercospora Leaf Spot Gray Leaf Spot,False,3
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Tomato___Spider_mites Two-spotted_spider_mite\e1ab2123-a43d-4b99-a143-df1e7f09b546___Com.G_SpM_FL 1184.JPG,Tomato___Spider_mites Two-spotted_spider_mite,33,Tomato,Spider Mites Two-Spotted Spider Mite,False,13
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Apple___healthy\c05b58c7-3d82-4e6b-b64f-324e0d30d44b___RS_HL 6320.JPG,Apple___healthy,3,Apple,Healthy,True,0
D:\Major Project sem 6 spit - Copy\Smart_Agri_Assistant\data\external\plantvillage dataset\color\Soybean___healthy\26d305e8-149e-4ace-82f7-a92d26689165___RS_HL 5662.JPG,Soybean___healthy,24,Soybean,Healthy,True,10
